product_id,lead_time_days,safety_stock
8033844,2,16
8041506,6,20
8033784,4,7
8134833,2,38
8004009,7,20
8007603,7,26
8007211,6,33
8011759,3,18
6530707,6,28
6530706,7,23
8005267,3,6
8005268,3,14
8005269,2,18
8005270,5,26
8005271,4,11
8005272,7,26
8136619,3,19
8018850,3,32
8007212,7,12
8023462,2,17
8004008,4,39
6033321,6,22
8000215,3,14
8139024,5,8
8136618,7,20
8139023,7,32
8136617,4,18
8014822,6,17
8009708,6,13
8013670,4,36
8013671,4,11
8027001,5,33
8013667,6,16
9999515,4,21
8013669,2,30
9999516,2,35
8013666,3,18
8022985,6,16
8024565,5,12
8138103,3,5
8138101,4,9
8138099,6,11
8138098,3,34
8140355,6,20
8140158,4,30
8140157,6,14
8138106,3,22
8138097,4,37
8140156,7,22
8138104,6,26
8136730,7,19
8112944,5,37
8117897,2,17
8117898,4,26
8125565,5,24
8125566,4,23
8115574,6,24
8117896,4,14
8118746,6,32
8117901,6,18
8129377,4,22
8112936,7,24
8117904,5,7
8129371,3,25
8116963,5,33
8136732,2,7
8120587,3,23
8117899,5,39
8116960,5,8
8120585,4,26
8120588,3,30
8129198,4,35
8115573,4,22
8136731,6,26
8136733,6,10
6039772,6,10
6300361,4,19
6031136,4,31
6031137,2,34
8132872,7,30
8132873,6,26
8022317,5,9
8022318,5,34
8125030,3,38
8015735,6,33
8013351,2,37
9993660,3,39
9999130,6,15
8025468,3,13
8024110,2,27
8126230,4,12
8126231,4,24
8122847,2,24
8115260,3,31
9997963,6,15
9993783,4,16
8142620,6,5
8142619,6,32
8032158,3,17
8034210,6,21
8034212,5,36
8034211,3,10
8041657,7,5
8034213,7,31
8034214,6,23
8034215,4,13
8041658,3,18
8034216,2,6
8141526,3,5
8141523,2,16
8139671,3,36
8139349,4,30
8139348,5,32
8139344,2,26
8139346,5,26
8139347,6,10
8139310,4,36
8141524,2,34
8139339,3,24
8139312,3,19
8139329,2,32
8139330,3,32
8139328,5,6
8141525,3,25
8139350,7,6
8139311,5,33
8139672,6,32
8139341,5,26
8139342,3,17
8139343,7,22
8141520,2,40
8139345,2,30
8141521,2,30
8139292,7,18
8141522,3,33
8139293,3,37
8141371,7,33
8141367,3,30
8141369,5,31
8011326,3,37
8139416,5,14
6310629,5,27
8139415,7,6
6310631,7,33
8141352,2,38
8141350,3,34
8039145,4,9
8141349,4,16
8141365,7,37
8141364,2,5
8141355,7,33
8141359,6,21
8141357,3,16
8141362,3,38
8139418,2,21
6310630,5,6
8139417,3,38
6310632,2,24
6039752,4,27
8133076,4,22
8133302,3,17
8133075,5,33
8000176,4,5
8140687,6,34
8140690,7,30
8140691,2,28
8140689,5,18
8140688,5,26
8117074,4,36
8117075,3,39
8113499,2,11
8113498,7,31
8113500,6,31
5101502,5,5
5101504,3,24
8127350,6,34
8127351,2,27
8120422,4,10
8120424,7,20
8125161,3,35
8140283,6,21
8125097,6,15
8138271,4,38
8038888,7,35
8122541,7,35
8128525,6,7
8110861,3,26
8121014,7,28
8110860,3,29
8121011,6,14
8022418,4,31
8007663,5,35
6530740,7,26
8130947,5,8
8116225,2,12
8007664,7,6
6302067,6,24
8142517,3,11
8127528,2,11
8127530,5,21
8119056,5,7
8119055,2,23
8119052,2,8
8119050,4,24
8119074,6,30
8127525,7,38
8119049,7,33
8120631,4,5
8119069,5,11
8120630,2,15
8127526,3,13
8127527,5,23
8119060,2,23
8119075,2,30
8139376,2,37
8139378,4,5
8139379,6,17
8127524,4,33
8119059,3,30
8119071,6,5
8120633,4,24
8119065,4,20
8134487,3,10
8134489,3,23
8134486,6,11
8134485,7,22
8140205,4,39
8140206,2,30
8140207,7,31
8127520,7,14
8127521,7,38
8130640,7,8
8129688,7,14
8131457,4,22
8129687,4,10
8139381,4,17
8142215,6,23
8142217,6,38
8142218,6,13
8142216,3,23
8142219,4,28
8131460,6,29
8039948,3,38
8128589,3,31
8019193,5,11
8019194,6,39
8128590,4,34
8019190,7,10
8019189,4,9
8128588,4,28
8125159,7,9
8125160,5,16
8019192,2,34
8019191,7,10
8137494,6,26
8132409,6,9
8110403,3,28
8110401,7,10
6300385,2,29
8110402,7,21
8031090,3,18
6300384,4,39
8012377,5,27
8123597,2,38
8117533,5,38
8012375,7,26
8012376,5,5
8031091,2,27
8142328,7,5
8137329,6,39
8143176,2,7
8142330,2,39
8133270,3,37
8135147,7,6
8133269,6,7
8142334,6,33
8133271,7,24
8135148,2,6
8143177,3,32
8137328,2,16
8137330,2,24
8004824,3,21
8117504,4,10
8123174,4,39
8123172,4,21
8141671,4,5
8000646,2,22
8126856,6,11
8126857,3,14
8138095,7,5
8126855,7,5
8126854,3,28
8138107,3,37
8138096,3,12
8126852,4,29
6033484,5,34
8008292,7,21
6301092,6,31
8004590,5,15
8142908,5,12
9999306,4,16
8000047,6,27
9999307,4,24
9998848,5,11
8000046,3,7
9997716,2,39
6302052,7,35
6302054,2,16
6302058,4,7
6302051,5,30
6302053,3,38
6030740,2,40
8018711,5,25
6034652,5,37
8118490,3,15
8002565,2,28
8134571,5,12
8134572,7,34
8118493,5,10
8118492,7,29
8002569,5,22
8118496,4,33
8118495,4,28
8118491,3,21
8002567,6,33
8141704,4,11
8118494,3,36
8118498,4,38
8118497,5,39
8118499,6,33
8002588,3,13
9998312,5,5
8004050,4,38
9998311,3,22
8013662,6,10
8123431,4,27
8141755,6,34
8141758,7,12
8141759,7,11
8141754,6,22
8139476,2,6
8141757,3,23
8141756,7,30
8035145,7,16
8018304,3,38
8015418,2,14
8018303,6,34
8026699,2,14
8026702,4,25
8026703,5,13
8009942,7,21
8009943,2,15
8020003,7,27
8126037,6,38
8039614,3,24
8039615,6,22
8043361,4,20
8115536,2,25
8142845,2,30
8121388,4,38
8127632,2,18
8126005,6,39
8142848,5,35
8142849,5,34
8142850,7,13
8141978,6,17
8131202,3,40
8126660,2,31
8132842,5,25
8021883,6,11
8112244,4,39
8112241,3,11
8128058,6,5
8111697,6,33
8111693,5,26
8138182,2,12
8138183,4,25
8138184,4,27
8138180,5,28
8138181,6,21
8011671,5,35
8011675,7,9
8011672,2,34
8011676,6,33
8133913,5,7
8133917,4,19
8133912,2,39
8133914,4,23
8135209,3,8
8135208,5,10
8135210,2,37
8135211,2,32
8011666,5,19
8034941,4,18
8128057,5,11
8128056,4,39
8128055,3,26
8037606,7,15
8037607,3,15
8037608,4,27
8128054,6,38
8037482,4,40
8037483,6,21
8034943,3,24
8011677,2,33
8034942,2,13
8129707,4,33
8130616,7,23
8036598,5,31
8136607,2,22
8136609,7,35
8136608,5,26
8133918,7,23
8119293,4,28
8119289,5,18
8119292,4,30
8138015,6,37
8138016,7,16
8138017,5,20
8119010,4,6
8119011,3,25
8119012,6,31
8119015,7,9
8119016,7,36
8119013,2,16
9991335,4,35
8140326,4,26
8128100,6,33
8128099,2,34
8140325,4,34
8135120,5,23
8135119,3,40
8120797,5,36
8140327,7,16
8010302,2,33
8010300,4,31
8120205,6,36
8126991,3,16
8126992,2,32
8126993,7,16
8114000,3,8
8132672,6,14
8018269,4,20
8028116,7,16
8127001,7,10
8132673,6,23
8127000,4,24
8020676,4,38
8139013,3,30
8139012,4,12
8019059,6,5
8019058,4,19
8019061,4,23
8019060,3,10
8019063,5,40
8019062,2,37
8019065,6,22
8019064,3,22
8018279,3,29
8018282,6,39
8023713,7,35
8038263,6,29
8140967,3,24
8140968,6,8
8135740,2,22
8135737,3,27
8135739,6,6
8018278,5,17
8018277,4,36
8019980,3,9
8019979,5,28
8019978,7,16
8018276,4,35
8122731,5,24
8122732,4,37
8019977,3,17
8018275,4,12
8018268,3,5
8122729,5,37
8019066,3,30
8018267,5,37
8030978,7,28
8030977,6,30
8019057,2,38
8019056,6,19
8132674,7,11
8033153,2,35
8029082,3,16
8029083,2,24
8109297,4,27
8135743,7,12
8021361,3,32
8018271,6,10
8135742,6,11
8135741,7,30
8026254,6,17
8026255,3,27
8020675,3,32
8020674,5,17
8018265,4,22
8122730,6,12
8018266,7,29
8019975,4,6
8001450,6,32
8001451,4,36
8012306,7,30
8012307,6,13
8016131,6,29
8012305,7,32
8021895,4,7
8018597,7,22
8033447,6,11
8006947,7,32
8021896,2,18
8141063,5,21
8136136,2,25
8127802,4,15
8127359,6,23
8136137,7,29
8141064,2,22
8030895,7,39
8034562,2,16
8006789,5,15
8022204,5,30
8022203,4,14
8006788,2,18
8015483,6,22
8023711,4,35
8018357,4,31
8039930,4,6
8037949,2,20
8012313,7,22
8012311,5,23
8012309,5,39
8012310,7,15
8012308,3,37
8038273,7,40
8039929,2,28
8039924,2,36
8039923,5,5
8039922,5,26
8012312,6,25
8025479,7,10
8007986,5,34
8007987,7,26
8025478,2,17
8028541,4,8
8012379,2,9
8134832,6,34
8143273,6,6
8126774,6,17
8126776,6,34
8126775,6,21
8126772,2,40
8126778,5,6
8126773,5,37
8128047,7,32
8129274,6,29
8132109,4,15
8132110,3,26
8128046,3,29
8132106,7,13
8128042,2,22
8128043,6,23
8132107,2,26
8128040,3,16
8132105,7,35
8128045,7,31
8132108,6,20
8128044,4,20
8128041,7,40
8133249,4,19
8128872,5,7
6310524,3,32
8118975,7,12
8014861,5,22
8014866,4,5
8013464,5,37
6310523,6,14
8142604,6,16
8142605,4,16
8042047,3,14
8042048,2,9
8139496,2,25
8040805,2,30
8031364,5,36
8031365,7,11
8126339,3,22
8011705,3,5
8011704,2,33
8019452,5,12
8127949,6,40
8128291,4,13
8141602,4,38
8141603,2,22
8138243,2,22
8138242,2,30
8138241,5,32
8128290,5,10
8132708,6,32
8111457,7,31
8008268,2,32
8036269,3,12
8000319,2,39
8003955,4,30
8118944,2,38
8000318,7,18
8031360,3,20
8137533,3,18
8035743,3,13
8027288,6,5
8027289,6,19
8140500,7,8
8140501,5,33
8027286,2,34
8027285,5,30
8027287,6,18
8027284,2,8
8035746,3,16
8027280,2,33
8027283,2,25
8133254,4,29
8134490,3,21
8035622,3,8
6533111,5,24
8136587,5,13
8136588,5,18
8136586,7,19
8142703,5,36
8142704,4,37
8142705,4,21
8142708,6,36
8142706,6,39
8142710,5,33
8142709,3,29
8142707,6,39
8143143,6,12
8110891,2,27
8110892,2,16
8110890,3,23
8110888,4,33
8110889,3,13
8110887,2,8
8138942,2,31
8138941,7,34
8138939,7,8
8138940,5,39
8142656,3,38
8139883,5,15
8111454,6,12
8111455,2,32
8127435,4,36
8020782,5,16
8031213,2,31
8127434,6,24
8136877,2,20
8014910,2,5
8111456,6,15
6301046,5,25
8026983,6,26
8031214,2,34
8030189,3,26
6034710,7,32
8132294,6,26
8132292,5,35
8121799,3,5
8121800,5,11
8133250,7,22
8131238,6,23
8131242,6,29
8131239,7,23
8131243,3,13
8139499,5,20
8138938,3,10
8138937,6,28
8133251,3,31
8139500,5,36
8139501,5,7
8139502,7,37
8139503,5,10
8036268,4,29
8011713,3,5
8141604,4,29
8011712,2,36
8026978,3,21
8137534,6,22
8003956,5,13
6533142,5,25
8133247,2,9
8143150,7,35
8143151,4,37
8133177,6,17
8133242,2,24
8143082,2,39
8143081,3,14
8143083,5,28
8133246,3,7
8133241,6,34
8133178,4,35
8133243,7,27
8133179,4,27
8133244,6,28
8133240,5,9
8133245,5,28
8019814,2,7
8031371,7,29
8133252,6,12
8133253,5,8
8130946,3,30
8131598,7,16
6310520,6,14
8118977,3,35
8014858,6,19
8014859,2,37
8013471,2,26
6310519,2,7
8142625,5,10
8032576,3,25
8142626,6,31
8042051,7,39
8042052,4,17
8139488,5,19
8139494,6,29
8040806,6,31
8031366,2,39
8031363,3,15
8142531,3,8
8142535,6,24
8138375,3,10
8138377,5,27
8042683,4,23
8140506,2,29
8042957,7,32
8141677,3,19
8129237,2,38
8142065,2,24
8129236,7,26
8138376,6,21
8140505,2,30
8138374,5,34
8141675,2,8
8141676,5,33
8142810,5,21
8142809,4,21
6301211,6,21
6253701,6,8
8017272,5,18
8115159,5,22
8130492,7,12
8043460,4,16
8043467,2,27
8043472,5,26
8043476,6,22
9995592,2,23
8043473,4,21
8130491,7,26
8143032,2,16
9995584,3,20
8143033,2,31
8143034,2,29
8043464,6,35
8013955,2,31
9996074,4,33
8008961,2,18
8008960,5,38
8021909,6,25
8021682,7,16
8002038,5,31
8121183,5,13
8121184,7,19
8121185,3,5
8121186,3,19
8121187,5,22
8002036,5,29
6030908,7,34
6530375,3,39
6030909,2,13
8121188,6,11
8002040,4,24
8002046,4,39
9996106,2,7
8007612,5,17
8136827,3,22
8031065,2,12
8027494,2,29
8027493,2,29
8136496,5,12
8141588,6,20
8020310,3,24
8137716,7,7
8020309,6,38
8126350,3,39
8020311,5,40
8136826,4,40
8122932,7,24
8122933,2,20
8032543,5,6
8032478,2,7
8032749,2,9
8032877,7,40
6030603,2,35
6030604,6,37
8127463,7,21
8127462,7,22
8016171,6,6
8016181,7,25
8116408,4,8
8037139,7,5
8038998,2,14
9994362,4,20
9999562,5,19
8017227,3,37
8029941,4,19
8000927,4,32
8042782,3,31
8137945,2,24
8037980,6,6
8135908,6,11
8138136,2,13
8037986,4,37
8042443,4,28
8136622,2,37
8136364,3,40
8128759,7,23
8137608,6,34
8037983,5,33
8037981,6,21
8037985,3,8
8037982,3,19
8143137,5,8
8128112,3,19
8143003,6,17
8143004,2,8
8143005,3,32
8043674,4,38
8123939,2,21
8018809,2,14
8018810,5,29
8038102,5,20
8038101,3,21
8137694,4,20
8137695,7,5
8137699,4,21
8041890,5,19
8131940,4,35
8131941,3,18
8131942,6,15
8127633,3,23
8127634,5,40
8135879,7,9
8116372,5,7
8116373,2,23
8127974,7,6
8018702,6,30
8033768,7,8
8021078,2,11
8021079,7,32
8021072,7,13
8021073,6,17
8126045,6,27
8018838,5,17
8018839,7,27
8027062,3,34
8027063,2,26
8019881,6,6
8019879,7,13
8019880,3,12
8043676,5,30
8141418,5,21
8141419,3,25
8141420,5,11
8021080,7,19
8033769,5,29
8143007,6,11
8137700,2,10
8131943,4,25
8116375,5,15
8018706,5,10
8009329,2,17
8027067,5,13
8019085,2,26
8141421,2,6
8131944,6,17
8116374,4,35
8143008,2,11
8137701,3,31
8127637,7,35
8126071,6,15
8019119,5,8
8019882,6,29
8038098,4,28
8143009,3,14
8131945,6,9
8143000,6,18
8143001,5,31
8143002,7,17
8043673,3,35
8123938,3,17
8018807,2,23
8018808,2,15
8038103,4,7
8038100,7,30
8137696,3,35
8137697,3,40
8137698,3,6
8041889,5,28
8129123,7,11
8141415,5,34
8141416,7,28
8141417,7,24
8131938,5,26
8131937,6,33
8131939,5,40
8127635,2,33
8127636,2,33
8135880,2,19
8116370,7,23
8116371,3,32
8127975,2,31
8033767,3,21
8021076,3,24
8021077,7,33
8021070,5,32
8021071,2,28
8043713,4,15
8018836,5,5
8018837,5,14
8027059,7,28
8027060,4,20
8019878,5,26
8019876,6,6
8019877,5,37
8018811,4,9
8043675,6,27
8017750,6,8
8121676,7,11
6530489,7,23
8005208,6,40
8012040,2,11
6034656,6,36
8003608,6,34
6034655,5,29
8021261,6,17
8003610,3,18
6030459,3,9
6300056,7,10
6034654,2,17
8003606,7,30
6030741,2,38
8020572,4,20
6034658,6,27
6034659,6,20
8129537,6,27
8132404,6,27
8124621,2,25
8132398,7,19
8126981,5,9
8119586,3,5
8126980,4,25
8119587,6,17
8143368,7,22
8143353,4,30
8143363,6,39
8143369,5,16
8143354,5,18
8014490,5,23
8143370,2,5
8113247,3,27
8043406,2,37
8040288,5,20
8040285,6,8
8131828,3,33
8113248,4,16
8021889,2,33
8021673,7,22
8021736,5,34
8021677,3,24
6295354,6,6
8020905,2,32
8020138,6,37
8041801,2,28
8133695,3,9
8113398,7,32
8018532,2,17
8018533,2,25
8122591,6,37
8122594,4,33
8122590,2,9
8122588,7,39
8122595,4,15
8122592,3,15
8122589,2,7
8122593,6,6
8114239,5,11
8017623,7,24
8114238,4,23
8114237,3,15
8020324,3,11
8114235,7,5
8017622,7,11
8114236,3,8
8017625,5,18
8035109,7,28
8012960,5,10
8012959,2,35
8120826,3,7
8120827,5,12
8120828,4,12
8120830,2,25
8120831,4,19
8120832,4,33
8120833,6,29
8113589,3,16
8113591,2,38
8113592,5,26
8113590,6,34
8112264,2,31
8041057,7,35
8041058,3,32
8041059,5,26
8041060,7,20
8136668,5,9
8041061,7,10
8041062,5,36
8041063,3,27
8112265,4,30
8041064,3,25
8041065,2,10
8041066,2,21
8126720,7,23
8041067,7,29
8041068,7,16
8041070,4,40
8041071,3,36
8041072,3,33
8041073,3,22
8041074,5,32
8126718,3,29
8041075,7,33
8041076,3,9
8041077,7,24
8126719,3,37
8041078,7,38
8041079,5,31
8041080,2,20
8041081,4,6
8041082,2,24
8136670,3,20
8136669,4,28
8041085,4,25
8041088,5,23
8041090,7,16
8126300,5,9
8126295,5,24
8126298,6,22
8126297,2,25
8126299,2,33
8126296,7,12
8126294,6,17
8142567,4,28
8142573,6,37
8142565,6,21
8142571,2,16
8142566,4,26
8142572,2,14
8024167,2,18
8142580,3,18
6039265,6,21
8142579,4,36
8014438,2,19
8014436,7,38
6039266,3,36
6039276,4,8
6039277,5,17
8017457,2,6
8140361,3,36
8140360,5,28
8140362,6,8
8003305,6,37
8036433,5,30
8036432,4,23
8137397,3,30
8116819,7,31
8116820,2,31
8116817,4,15
8136979,5,15
8116818,2,25
8116821,5,27
8116822,2,31
8022321,6,23
6300704,6,11
8140358,5,32
8140357,3,38
8140359,4,36
8121675,7,33
8122177,3,22
8122101,6,21
6300702,7,40
8110162,5,24
8110161,4,11
8110163,2,17
8033110,3,12
8042559,2,25
8042557,6,24
8042558,7,38
8033109,5,5
8042562,4,36
8042563,3,35
8042561,2,5
8033111,2,27
8036430,5,39
8036419,5,9
8036418,2,16
8033107,3,9
8042097,6,31
8110361,3,17
8140420,3,9
8140423,3,21
8140421,2,19
8140422,6,18
8120375,5,39
8028976,6,30
8119643,4,40
8040930,4,22
8028360,2,39
8028363,2,39
8028978,5,36
8038777,4,34
8028979,5,37
6300703,6,24
8043197,4,12
8142564,6,15
8142570,4,17
8142562,7,13
8142568,2,33
8142563,3,23
8142569,2,16
8142581,4,33
8014684,3,39
8010683,6,25
6039338,6,28
6034202,4,27
8010684,2,40
8143040,5,12
8128233,4,14
8123164,2,33
8038901,5,20
8038902,4,19
8038903,3,31
8137603,5,8
8137604,2,11
8123163,5,37
8024180,4,28
8024175,2,10
8036873,2,40
8115899,2,32
8115895,2,36
8010529,7,6
8116546,2,12
8142157,7,28
8111597,2,7
8015912,2,32
8015913,5,29
8019983,4,39
8131391,4,12
8110754,7,19
8013977,2,29
8142674,7,8
8120810,7,23
8134947,6,23
8033868,4,10
8033869,6,19
8033870,3,18
8033871,3,16
8134946,5,13
8131151,6,40
8033872,5,11
8040046,2,26
8027921,3,27
8027923,3,24
8013979,4,17
8036023,2,38
8040775,3,6
8034927,6,29
8112660,4,17
8112661,4,27
8126194,4,40
8140481,6,20
8127332,6,7
8127333,2,40
8110302,6,29
8115898,5,21
8036874,7,40
8115893,2,24
8140482,4,5
8140483,7,38
8038131,3,17
6301013,5,34
8012095,5,7
8024176,3,40
8037465,5,32
8126192,7,16
8032728,7,28
6300034,4,16
6310185,5,17
8001373,4,34
8001374,6,38
8007186,3,37
8018409,4,36
8018410,7,39
8026679,2,36
8039879,6,17
8123083,2,36
8014323,4,34
8010371,2,30
8121178,4,37
8022631,7,6
8022632,4,35
8127334,5,19
8138492,4,29
8138493,5,26
8026681,3,20
8128232,5,21
8010377,2,31
8111406,3,32
8117762,3,8
8117763,3,19
8026682,2,28
8023293,7,10
8014324,3,23
8141862,2,5
8122142,2,10
8038893,6,8
8018847,3,21
8018848,2,10
8018849,3,11
8140815,6,27
8140822,2,32
8140820,5,34
8140318,6,26
8140320,6,29
8141103,6,31
8141102,7,14
8131010,4,11
8136948,3,25
8014661,7,12
8022412,7,15
8131004,5,39
8133603,3,17
8133604,6,21
8022413,5,8
8131008,5,25
8137518,6,20
8143929,5,18
8137517,2,26
8139673,4,17
8013761,2,11
8010452,5,27
8131006,2,30
8022415,2,33
8131002,4,37
8018491,3,11
8140964,6,7
8140610,3,36
8140609,7,5
6031309,2,20
8025244,3,32
8013940,5,7
6031317,6,12
8025245,5,14
6031319,4,8
8138310,6,24
8138308,4,22
8138307,3,37
6031311,7,9
6031320,6,38
8004588,5,23
6031321,7,28
8138309,6,9
8120857,4,34
6031323,7,21
6031316,4,7
6310674,7,20
6300747,7,15
6300748,5,16
8009947,7,8
6031318,6,9
6031325,3,24
6031326,7,21
6031327,6,26
8020858,4,14
6031312,7,17
6031329,4,10
6031330,3,22
6031315,5,32
6031331,5,23
6031332,6,28
6031313,3,13
8029861,2,5
8116785,5,15
8116786,6,8
8129104,7,35
8129105,2,14
8129101,5,33
8129102,7,30
8129103,2,13
8129106,6,11
8129107,4,17
8129099,6,14
8129100,4,39
8020243,3,10
8020417,6,18
8017274,5,20
8017245,2,32
8115766,6,28
8118980,6,7
8038979,5,31
8129360,4,15
8124282,5,21
8041568,2,22
8120667,6,7
8124419,3,22
8123610,4,8
8136872,2,6
8123609,7,6
8119713,4,28
8135907,6,8
8143217,7,9
8113932,7,35
8039424,5,33
8039425,5,10
8110853,7,11
8130891,7,30
8116924,2,13
8110854,5,8
8143218,2,17
8122998,4,38
8135904,4,18
8141120,2,39
8135906,2,35
8135905,7,25
8040269,2,6
8040271,6,33
8040272,7,9
8040270,5,37
8116925,4,29
8113933,3,23
8130181,4,22
8121717,5,8
8038980,6,26
8041569,3,5
8039048,6,18
8126666,5,30
8038978,5,35
8038982,7,30
8139726,5,21
8040821,7,7
8040822,2,33
8135383,4,12
8135990,6,15
8134682,5,27
8112368,5,17
8033072,3,16
8033887,3,25
8125012,4,21
8125011,4,15
8125010,4,31
8009404,5,18
6033152,7,11
6033150,3,21
8007485,6,25
6033164,4,8
8000854,2,10
6033153,3,21
8023670,7,8
8011458,2,26
8009405,4,39
8005294,3,10
8005299,6,27
8005296,4,11
6301940,3,40
6301941,6,24
6301942,4,37
6301943,5,36
6301944,5,11
6301945,6,14
6301946,4,37
8005297,2,9
6301947,3,27
6301948,2,26
6301949,2,6
6301950,2,11
6301951,2,6
6301952,2,26
6301955,4,16
6301953,6,26
6301954,5,15
6301956,6,17
8005298,2,11
8005295,6,5
6301957,3,24
6310180,4,17
8001253,6,11
8010461,4,23
8010462,5,28
8121608,5,39
8109815,3,36
8109837,7,29
8109816,7,37
8109817,4,25
8109818,5,18
8109819,2,13
8109820,6,26
8109822,7,22
8109825,5,7
8109828,3,33
8109829,6,20
8109830,4,12
8109831,6,16
8109832,6,37
8109833,4,24
8109834,7,37
8109835,7,37
8109836,7,11
8121609,5,7
8121607,2,17
8004371,7,16
8004372,4,14
8004373,6,34
6310648,2,40
6310650,2,29
6310651,4,30
6310652,2,40
6310653,3,32
6310654,6,14
6310655,6,35
8007387,3,37
6310656,2,36
6310657,7,8
6310658,5,16
6310659,3,40
6310660,7,35
6310661,7,35
6310662,5,25
6310663,4,38
6310664,3,31
6310665,6,19
8007388,3,19
8007389,4,37
6310649,2,34
8134932,7,5
8134933,6,11
8134934,7,23
8134935,5,39
8134943,6,9
8134936,4,21
8134939,6,7
8134941,7,22
8134937,3,25
8134940,6,22
8134942,3,19
8134938,5,28
8004741,3,31
8039157,7,35
8039154,7,19
8039158,4,9
8039156,7,10
6310181,5,10
8116187,3,6
8116204,5,22
8116188,7,13
8116189,2,36
8116190,4,5
8116191,7,31
8116192,6,19
8116193,2,13
8116194,6,24
8116195,2,29
8116196,6,25
8116197,6,33
8116198,2,10
8116199,6,29
8116200,3,40
8116201,5,32
8116202,3,9
8116203,6,21
8033645,2,39
8034877,6,24
8139914,4,40
8139913,6,20
8142940,6,31
8139909,5,33
8139908,6,16
8139907,3,15
8139904,3,38
8139905,7,25
8139911,2,26
8142454,4,35
8039671,5,6
8034874,4,22
8034876,6,36
8141909,7,16
8034860,7,9
8034870,5,21
8112083,7,38
8139917,2,8
8139919,6,15
8142941,4,9
8139915,5,32
8139918,6,15
8139912,5,7
8033635,7,30
8139921,6,17
8143425,4,15
8139924,7,8
8141911,7,27
8119612,5,33
8118055,7,16
8118791,5,9
8130962,7,20
8130961,3,22
8130963,7,16
6301437,2,22
6301438,7,22
6301439,5,29
8130965,5,13
8130964,4,20
8140808,4,24
8140805,5,7
8140809,6,19
6033532,7,37
8130960,4,26
6030372,3,34
8021433,3,23
8021639,2,19
8040762,7,28
8040763,2,32
8039019,5,30
8031893,5,31
8031894,2,10
8035838,5,40
8031895,4,20
8031896,4,11
8032971,4,12
8127438,6,33
8127454,5,11
8127453,4,21
8003130,7,16
8023136,4,26
6530669,4,37
1160,2,39
1159,7,19
8015076,4,29
8015084,2,38
8030188,3,26
8015085,5,12
8011011,6,37
8022623,7,7
9994894,3,10
8009279,3,19
8011919,4,27
8011920,5,18
8022625,4,28
8022624,3,15
8024336,2,40
8009277,2,36
8021412,4,26
8129640,5,12
8126990,2,37
8124728,3,26
8134083,2,26
8029438,2,18
8126985,2,30
8113505,5,37
8110470,3,18
8140119,2,13
8134699,7,19
8140155,6,39
8041510,5,27
8138125,4,13
8126997,4,40
8041512,4,10
8132406,2,29
8126996,7,40
8140128,5,19
8138115,2,28
8138113,3,33
8138116,3,32
8138112,3,19
8138114,5,22
8119584,2,35
8041511,4,35
8041686,5,20
8126978,5,5
8039656,5,5
8039208,4,15
8039209,6,27
8142511,4,20
8142512,3,5
8031054,3,7
8031055,7,40
8110772,5,16
8110758,3,31
8138710,4,33
8131205,7,22
8110765,2,19
8119021,4,36
8128694,3,38
8128697,7,40
8135017,3,25
8034693,6,29
8035140,4,33
8035141,7,18
8031025,7,40
8031026,7,35
8124056,6,22
8136530,7,5
8136529,4,25
8136533,4,17
8142513,6,24
8114216,2,7
8125079,5,25
8129690,2,11
8125078,5,32
8136528,2,31
8125077,4,10
8031050,2,21
8131206,6,34
8037204,2,36
8041744,4,6
8138709,7,36
8131203,7,38
8037201,3,25
8119020,3,36
8039207,2,33
8039206,6,29
8039204,4,39
8142509,3,19
8142510,6,22
8031052,7,29
8031053,6,14
8110769,6,8
8110757,2,10
8138711,5,6
8110755,5,40
8122506,3,40
8131204,2,10
8110764,3,31
8119019,6,30
8128696,2,39
8128695,2,34
8135018,2,17
8034692,7,11
8035139,5,20
8035142,3,29
8031022,7,33
8031023,2,22
8136531,5,21
8136331,7,19
8136532,4,7
8143634,7,10
8002736,6,23
6030823,6,30
6530447,4,19
6030820,5,12
6530440,3,35
6530442,6,25
6530422,3,28
6530429,2,34
6530441,5,9
6530450,7,13
8019333,4,22
8032696,4,38
8008206,2,36
8032695,7,18
8032694,4,15
8032699,3,40
6530432,7,30
8032692,3,10
6530437,2,30
8032697,6,15
6530430,4,13
8032693,6,35
8032698,6,13
6530438,2,20
6530443,6,28
6530423,5,40
6530424,4,29
6530425,5,35
6530428,4,9
8016604,3,23
8015294,7,11
8015290,2,24
8016602,7,29
8015292,2,21
8015293,7,38
8015297,4,20
8015299,3,14
8129675,3,28
8015295,4,25
8015298,5,19
8129674,4,10
8129676,6,6
8015296,7,29
8015305,3,24
8015304,6,21
8028113,2,9
8015308,7,25
8017300,3,25
8133723,5,28
8015306,5,17
8017299,2,14
8133721,3,35
8123517,7,40
8133724,7,28
8015307,4,11
6530421,3,10
6530414,2,22
6530416,7,28
6530412,3,9
6030805,6,27
6300896,7,20
6300898,5,14
8123952,7,5
8017013,6,6
8017012,3,27
8129629,5,21
8135552,6,15
9991084,3,8
5993,6,5
8017296,6,38
8039969,7,14
8138861,4,37
8138862,4,6
8121047,2,25
8138860,2,40
8138863,3,15
8138859,5,13
8039961,2,12
6302066,5,7
8138849,5,39
8138846,6,18
8138847,3,37
8111425,7,27
8138848,6,16
8039964,3,14
8138845,6,18
8138850,5,9
