product_id,current_stock,min_stock,max_stock,reorder_point
8132027,166,23,217,91
8132017,121,19,199,82
8109469,174,37,285,124
8137894,149,10,121,49
8143980,64,18,93,44
8137893,245,9,210,79
8037826,129,27,128,62
8139681,225,33,213,96
8037830,26,32,171,81
8126285,171,26,186,82
8037828,130,11,215,82
8041794,58,37,99,59
8136745,109,21,235,96
8119279,225,28,208,91
8002900,11,17,231,92
6300187,35,35,237,106
6300186,51,16,189,77
8139677,288,21,254,103
6033476,164,24,142,65
6033477,1,12,174,69
8119278,0,30,247,106
8119280,122,18,233,93
8119281,99,25,206,88
8139675,155,40,262,118
8139674,160,25,134,63
8139676,11,11,84,37
8038050,9,32,110,59
6033474,20,8,178,68
8139683,192,21,152,67
8037840,151,17,117,52
8139684,118,36,251,111
8037838,118,37,114,64
8139685,232,30,262,111
8037841,78,11,137,55
8037842,107,40,190,93
8119275,121,10,141,56
8119271,130,17,246,97
8119273,105,37,186,89
8119276,62,37,169,83
8119274,58,13,81,37
8119270,173,23,176,77
8119272,148,26,260,108
6033398,43,7,156,59
6033397,135,16,247,97
6033399,32,37,258,114
6033400,79,15,138,58
6033401,116,19,135,60
6033423,33,11,135,54
6033402,31,21,229,94
6033407,45,20,124,56
6033408,163,22,220,91
6033429,120,38,193,92
6033413,47,17,263,103
6033415,36,12,132,54
6530464,231,20,225,92
6033403,64,20,95,46
6033409,101,39,127,70
6033430,85,9,200,76
6033416,137,7,224,83
6030468,10,11,183,71
6033404,82,32,104,57
6033419,206,38,281,123
6033431,103,26,232,98
6033405,70,34,131,68
6033410,121,24,98,50
6530465,68,13,96,42
8002904,86,11,114,47
8002896,22,39,112,65
8024812,199,36,176,85
8109916,21,11,195,75
8109915,31,37,192,91
8032145,93,40,230,107
8112037,133,11,261,99
8014271,106,34,146,73
6033480,75,9,76,32
8139678,125,15,131,56
8037835,112,22,91,46
8037836,167,29,176,80
8139682,29,18,194,80
8037825,86,30,279,117
8037829,78,35,96,56
8126284,17,32,113,60
8037827,44,5,139,52
8136744,172,25,230,97
6033483,91,29,152,72
8031461,28,13,160,64
8134734,113,9,169,65
8132411,138,32,230,101
8134735,76,26,120,59
8132410,52,38,165,82
8134745,215,10,249,94
6298039,228,31,204,92
8133175,288,40,264,118
8139383,287,23,262,107
8133174,87,34,137,70
8124235,155,5,125,47
8134273,62,9,146,57
8134274,70,12,200,78
8132272,133,6,142,54
8138814,182,39,263,117
8128094,62,24,158,71
8030761,165,22,235,97
8025534,179,29,157,74
8126952,196,30,254,108
8009395,147,38,228,105
8000998,193,16,231,91
8010170,104,12,255,97
8010729,264,16,237,93
8133176,206,14,184,74
8031620,71,26,103,53
8141079,96,22,133,61
8142680,33,35,285,123
8142681,190,37,268,118
8142682,111,10,94,39
8142683,172,38,221,102
8142684,96,13,81,37
8025012,159,28,228,98
8138934,57,12,199,77
8017393,163,17,190,78
8143672,61,11,189,73
8143750,59,18,129,57
8141899,217,25,196,85
8014640,65,13,187,74
8139412,74,19,156,67
8019648,37,9,161,62
8024187,146,35,122,65
8024188,108,34,97,56
8017391,18,15,160,66
8014825,172,31,150,73
8139384,180,28,160,74
8143751,24,10,163,64
8124237,198,6,170,63
8124236,101,18,249,99
8037151,143,18,123,55
8129023,209,7,214,79
8135861,40,26,254,106
8140077,142,38,185,89
8133500,223,33,198,91
8138893,61,23,84,44
8138894,156,25,130,62
8140563,187,27,218,94
8111011,84,27,268,111
8036019,44,19,249,100
8039130,15,32,103,57
8031622,53,23,104,51
8039998,124,31,110,59
8134837,294,37,270,119
8041982,137,34,160,78
8143748,105,40,224,104
8036951,7,21,110,52
8036022,186,7,202,75
8138812,43,36,160,79
8138811,224,34,203,93
8031103,28,39,232,107
8036110,61,32,96,54
8120343,77,33,96,55
8036107,58,16,184,75
8133501,206,10,175,68
8139400,81,24,186,81
8138813,172,11,195,75
8133502,180,38,198,94
8019649,32,37,206,96
8036020,144,27,169,77
8129337,0,35,171,83
9999569,71,32,143,71
9999566,12,38,120,67
8009773,38,16,264,103
8009774,14,29,164,76
8009775,84,36,160,79
8031105,153,19,151,65
8031104,115,12,198,77
8117446,137,12,173,68
8036941,19,18,146,63
8110265,78,16,189,77
8115206,151,8,241,90
8025011,87,24,203,87
8025010,110,34,228,102
8041164,2,24,232,97
8025533,119,19,81,41
8120531,22,31,260,111
8137532,226,29,247,105
8137530,145,31,266,113
8137531,61,18,242,96
8042622,189,13,192,76
8010351,172,23,240,99
8138778,25,28,95,51
8025532,82,22,262,106
8020871,234,26,245,103
8003935,70,24,188,81
8043438,46,27,100,53
9999565,86,17,87,42
8032276,233,33,221,99
8034569,218,12,251,96
8017389,114,29,103,55
8017390,44,15,240,94
8138810,27,6,241,88
8038996,182,31,235,102
8122717,89,21,226,93
8032275,11,25,120,58
8042495,92,27,111,56
8121843,250,30,236,102
8139557,64,15,90,41
8139556,22,18,98,46
8039039,48,8,214,80
8039044,128,19,219,89
8039041,151,36,152,77
8110313,48,5,171,63
8115209,149,6,150,56
8134542,105,26,154,71
8130614,190,34,262,114
8128215,96,26,146,68
8128216,104,28,97,52
8130615,81,24,131,61
8128217,47,23,209,88
8128218,75,11,165,65
8041340,152,32,133,67
8041341,121,23,199,85
8041339,81,16,165,68
8133173,59,6,100,39
8133172,162,5,139,52
8122715,136,39,196,94
8122716,221,20,263,105
8139382,166,13,154,62
8129722,10,18,109,50
8134543,3,33,117,62
8119703,124,21,218,90
8137721,40,9,98,40
8137720,182,13,187,74
8137723,110,16,95,44
8143973,125,10,149,59
8143974,48,12,87,38
8143975,8,15,189,76
8137725,9,40,138,74
8143972,150,30,230,100
8137727,178,32,244,106
8137896,43,33,108,59
8143971,24,30,109,58
8137728,79,40,179,89
8116691,4,32,255,110
8124837,119,6,152,57
8124839,232,12,203,79
8122840,69,27,228,97
8115093,132,27,166,76
8021038,126,18,220,89
8122897,22,34,131,68
8040641,5,16,123,53
8002220,111,6,231,85
8002229,204,29,237,102
8031202,117,21,94,47
8038593,46,15,124,53
8031203,108,5,190,70
8016040,142,35,104,59
8112591,100,12,124,51
8016063,46,15,143,60
8016041,33,13,103,45
8016042,85,10,121,49
8016043,106,13,147,60
8016044,82,25,190,83
8016046,263,10,228,86
8016048,5,18,91,44
8016049,116,25,240,100
8016050,43,10,82,35
8016051,117,32,178,83
8016052,115,21,131,60
8016053,86,17,132,57
8016054,135,19,148,64
8016056,193,19,188,78
8016057,113,36,160,79
8016058,51,29,110,57
8016059,41,30,129,65
8112590,138,33,192,89
8016061,200,26,206,89
8016062,64,6,185,69
6033432,37,31,117,61
8001158,100,33,242,106
6033458,157,31,229,100
6033448,119,23,169,74
6033433,2,17,183,75
6033434,205,21,248,100
6033435,74,24,90,47
6033443,71,36,159,79
8000165,147,23,118,56
6033449,109,38,125,68
6033454,215,29,180,82
6033436,1,39,114,65
6033444,128,27,105,54
6536005,149,12,216,83
8000166,249,14,234,91
6033437,51,18,255,101
6033445,58,40,115,66
6033450,5,17,248,98
8001162,228,40,227,105
6033438,39,36,233,105
6033446,181,19,180,75
6033451,31,12,217,84
8000167,68,21,195,82
6033439,17,25,147,68
6033447,72,19,108,50
8040432,145,5,170,63
8040447,269,29,261,110
8040433,80,20,91,45
8040434,244,36,213,98
8040435,82,14,169,68
8040436,60,19,90,44
8040437,23,13,75,35
8040438,6,28,168,77
8040439,116,20,243,98
8040440,45,16,246,97
8040445,14,6,88,35
8040442,152,19,204,84
8040441,123,35,130,68
8040443,221,7,246,91
8040444,27,24,195,84
8040446,15,31,126,64
8123400,35,8,128,50
8119199,47,31,108,58
8011610,50,15,176,71
6033472,209,37,283,123
6033473,71,36,255,113
8135387,204,18,166,70
8129055,25,16,169,70
8129053,231,8,196,74
8135388,173,32,179,83
8129054,50,35,131,69
8135386,45,25,192,83
8123231,219,23,212,89
8123234,31,39,99,60
8123230,84,35,125,67
8123232,129,10,183,71
8123233,158,11,147,59
8130512,9,30,128,64
8130518,43,37,215,99
8130513,87,11,168,66
8130524,53,36,283,122
8130514,25,16,79,38
8130519,0,5,83,32
8130525,7,26,155,71
8130520,118,9,94,39
8130515,27,24,108,53
8130526,230,10,205,78
8130522,184,13,246,95
8130516,0,28,168,77
8130527,197,33,268,115
8130523,71,21,130,59
8130517,12,16,190,77
8135658,120,16,229,91
8135659,3,27,225,96
6295355,54,10,133,53
8114611,238,20,223,91
8035394,81,26,187,82
8029380,45,32,151,74
8029381,88,18,91,44
8029382,5,38,286,125
8127567,88,13,189,75
8127568,132,19,106,49
8127569,172,32,217,97
8127570,30,29,107,56
8029377,158,27,248,104
8029378,46,19,85,42
8029379,69,7,135,52
8136839,127,35,120,65
8132422,99,21,174,75
8115504,118,19,89,44
8115503,134,27,243,103
8038830,26,29,148,71
8132424,191,8,220,82
8038825,180,8,254,94
8132426,30,36,266,117
8038826,29,24,269,110
8038832,135,36,271,118
8038831,144,38,117,66
8132435,34,25,264,109
8132437,249,38,272,120
8132436,7,35,129,68
8124622,295,12,258,98
8038692,190,34,200,92
8041492,95,12,210,81
8113566,81,21,214,89
8113567,63,32,257,111
8113585,14,37,132,70
8122496,108,9,134,53
8122494,2,14,110,48
8122495,141,39,171,85
8029384,44,24,161,72
8029383,177,21,154,68
8029385,196,24,191,82
8029387,105,37,116,65
8029386,124,8,244,91
8029388,30,11,208,80
8136837,79,21,120,56
8136838,112,40,100,61
8136836,55,25,86,46
8127002,126,25,118,58
8127004,8,38,107,62
8127003,184,23,183,79
8126999,43,13,125,52
8029343,98,14,158,64
8029346,165,37,149,76
8029344,40,36,96,57
8132421,157,33,260,112
8029345,138,12,227,87
8038693,108,13,81,37
8029336,6,33,129,67
8029337,81,28,253,107
8029339,168,16,230,91
8029338,121,31,222,98
8113552,129,35,161,79
8029202,41,26,267,110
8122548,178,20,171,73
8122554,126,37,270,119
8122550,269,16,231,91
8122547,66,30,179,82
8041518,56,9,105,43
8041517,106,16,93,43
8122546,170,15,142,59
8122553,144,10,218,83
8029203,122,40,133,73
8029330,136,12,164,65
8029331,265,21,253,102
8113548,54,35,249,110
8113547,196,14,214,84
8113554,1,33,199,91
8113555,32,24,189,82
8113550,64,35,100,58
8113553,191,13,187,74
8113557,269,12,249,95
8115450,113,5,79,31
8113556,94,11,176,69
8113549,192,34,222,100
8113551,55,15,255,99
8115455,163,20,234,95
8115452,82,25,205,88
8113546,181,37,234,106
8029201,214,20,237,96
8029323,34,30,111,58
8029322,14,13,75,35
8029319,231,29,261,110
8029204,100,23,165,73
8029205,183,16,224,89
8029206,274,38,240,109
8029320,297,22,260,105
8029321,100,32,239,104
8029329,45,35,135,70
8029327,128,30,275,116
8029328,34,39,175,87
8029326,69,38,103,61
8029324,185,10,214,81
8029325,246,17,246,97
8041513,120,27,242,102
8041514,16,27,195,86
8029332,132,30,194,87
8029334,179,31,173,81
8029335,206,16,167,69
8029022,64,15,162,66
8115461,264,34,249,109
8115462,76,15,216,85
8115463,104,11,229,87
8115466,9,31,232,101
8029020,128,11,253,96
8029024,243,12,217,84
8115465,132,11,240,91
8115464,97,32,156,75
8115460,10,7,90,36
8115467,208,16,244,96
8029017,240,6,219,81
8113540,47,14,105,46
8113536,102,37,208,97
8113538,15,18,198,81
8113537,249,16,237,93
8113539,182,36,183,87
8113541,94,37,224,102
8132418,94,5,242,88
8132419,156,35,119,64
8132417,17,6,189,70
8132420,248,20,213,88
8132416,32,21,142,63
8041495,118,5,96,37
8029333,208,17,173,72
8127563,237,20,237,96
8124624,26,30,226,99
8124623,32,20,229,93
8132438,147,34,108,60
8134095,13,23,91,47
8132412,40,40,157,81
8136834,24,18,99,46
8136835,63,17,248,98
8132413,183,11,219,84
8132415,49,38,138,73
8132414,110,31,240,104
8129540,102,34,114,62
8121822,105,19,120,54
8121823,135,39,287,126
8029360,150,27,223,96
8031809,228,28,278,116
8029359,10,35,196,91
8029358,46,12,211,82
8029357,37,39,148,77
8029355,131,23,270,109
8031806,201,22,218,91
8029356,165,25,238,100
8031808,57,19,254,101
8122492,78,14,78,36
8127565,102,14,219,86
8121824,102,28,187,84
8121825,90,11,186,72
8113560,3,18,150,64
8113561,68,10,173,67
8113559,31,38,224,103
8121820,36,13,208,81
8031817,253,18,266,105
8031814,27,10,92,39
8031813,65,28,90,50
8031810,51,8,194,73
8031816,109,11,155,61
8136843,205,32,279,118
8136844,25,39,138,74
8113563,77,38,111,64
8113565,29,17,235,93
8113564,172,38,221,102
8113562,215,15,200,80
8115495,163,26,208,90
8033707,46,19,155,67
8033705,63,24,204,87
8033708,65,20,87,43
8033704,209,23,183,79
8029347,58,12,168,67
8138867,19,37,149,76
8127566,258,19,242,97
8127006,117,7,120,47
8029348,108,17,255,100
8121174,87,24,97,50
8132443,186,6,162,61
8132440,126,10,116,47
8132439,78,13,182,72
8132442,149,40,178,88
8132441,31,36,154,77
8121202,221,21,237,97
8121200,102,9,150,58
8121205,134,15,182,73
8121203,75,13,176,70
8121201,61,15,206,82
8121204,119,7,178,67
8121192,232,36,255,113
8121195,20,13,203,80
8121193,92,19,186,77
8121197,62,7,100,40
8121194,19,24,192,83
8127007,77,13,93,41
8132431,112,31,97,54
8132432,106,26,114,57
8132433,250,22,269,108
8132434,178,21,208,86
8132430,244,9,205,78
8132429,52,12,114,48
8132428,114,7,101,40
8132427,214,10,214,81
8136840,254,31,255,109
8136841,123,18,250,99
8136842,172,39,211,99
8127564,87,9,149,58
8027929,113,13,194,76
8027928,106,19,251,100
8040582,145,14,191,76
8027932,138,22,186,79
8040585,90,28,111,57
8029026,192,5,248,90
8040583,46,28,98,53
8029027,39,11,234,89
8121176,213,7,217,81
8127349,123,9,155,60
8013262,26,34,97,56
8110468,206,21,197,83
8123616,195,29,179,82
8140338,196,26,231,98
8131339,30,7,210,78
8123612,27,10,91,38
8131335,200,25,216,92
8140334,6,23,123,58
8131337,24,33,180,84
8121743,106,31,117,61
8121742,252,33,273,117
8140333,30,29,136,66
8131336,168,14,178,71
8121744,85,21,217,90
8121745,6,36,98,58
8121746,99,38,287,125
8121750,211,31,262,112
8121748,18,31,97,54
8140331,181,24,215,91
8140335,30,8,115,45
8131334,55,37,245,110
8131341,62,25,147,68
8140337,26,23,108,53
8136557,210,34,204,94
8136558,107,33,169,81
8136559,49,32,190,87
8136560,188,38,234,107
8136561,27,18,122,54
8136562,181,5,196,72
8131346,80,12,211,82
8131345,28,8,79,33
8136917,85,25,100,51
8136916,226,17,190,78
8136918,0,8,116,46
8136910,31,12,108,46
8136911,57,24,163,73
8136913,187,28,194,86
8136912,38,13,168,67
8136915,134,40,151,79
8136914,69,29,89,50
8140285,286,35,247,109
8140287,67,32,213,95
8140289,183,27,159,73
8140293,95,12,136,55
8140291,2,32,174,82
8140296,26,36,99,58
8140284,60,15,114,50
8140286,161,30,132,66
8140288,127,26,163,74
8140292,142,36,211,97
8140290,74,6,79,32
8140295,35,23,194,83
8016966,102,27,143,68
8022814,156,23,269,109
8022815,18,18,158,67
8028074,92,20,138,61
6039949,63,33,121,64
6039950,229,10,223,85
8024895,196,12,205,80
8024894,12,13,160,64
8115304,42,8,74,31
8143085,100,30,246,106
6030923,105,11,128,52
6030924,100,23,263,107
8141303,79,23,84,44
6533230,48,34,144,73
8141302,52,23,89,46
8022083,45,22,107,52
8139420,53,25,143,66
6030925,149,38,209,98
6030926,53,23,105,52
8022084,148,20,253,102
8126923,7,29,218,95
8026641,41,8,172,65
8137217,251,30,259,110
8137216,46,39,205,97
8009439,210,19,240,96
8023196,16,28,112,57
8009440,81,5,81,32
8030084,48,39,110,64
8139422,154,23,179,78
8019048,99,22,201,85
8016965,84,21,198,83
8022811,29,40,209,99
8022812,87,25,95,50
8009481,91,29,124,62
8116166,131,27,98,52
6039951,146,9,136,53
6039952,151,33,168,80
6309925,3,39,153,79
8139421,135,11,149,59
6030930,277,23,256,105
6030943,137,39,106,62
6309926,75,11,83,36
8018894,212,40,280,124
8022816,164,38,143,75
6301006,145,30,220,97
8001392,211,7,232,86
8042088,121,24,178,78
8020632,44,9,210,79
8020951,69,17,256,101
6301005,40,28,103,54
8020631,30,32,190,87
8039640,136,35,106,60
6535941,18,24,132,62
8135314,157,9,238,89
6030941,145,22,188,80
6530397,257,33,248,108
8005306,103,10,220,84
8124604,106,28,207,91
8031391,100,22,109,52
8132563,60,18,212,86
8132558,134,15,156,64
9997344,23,20,141,62
9997347,8,27,160,74
9991298,4,28,201,89
8117562,210,33,172,82
8117554,5,18,108,50
8117558,88,40,100,61
8117561,15,16,253,99
8037194,98,21,136,61
8037192,107,25,229,96
8037193,59,24,125,59
8117553,104,11,252,95
8117557,140,37,179,87
8013489,215,14,180,72
8011642,191,18,266,105
8011643,62,22,98,49
8011644,189,12,193,75
8011646,98,29,227,98
8011645,139,10,163,64
8117563,78,17,191,78
8016274,155,14,186,74
8010560,165,34,278,119
8039980,109,11,143,57
8010561,208,21,203,85
8117555,198,38,204,96
8010558,159,29,131,65
8010557,10,8,196,74
8010556,91,16,228,90
8117559,114,40,236,109
8039982,39,19,239,96
8024772,112,20,141,62
8039983,22,7,105,41
8010559,35,28,109,56
8040261,37,40,179,89
8040259,200,32,228,101
8040260,25,6,71,29
8117560,149,15,195,78
8117552,29,10,143,57
8117556,116,7,195,73
8010141,256,13,243,94
8010140,57,19,261,104
8010142,168,28,274,114
8010139,187,8,223,83
8010138,194,9,241,90
8139087,4,27,144,68
8139085,44,14,132,55
8139086,52,24,245,101
8139089,131,24,144,66
8139090,143,9,103,42
8139088,150,22,272,110
8133674,13,34,229,102
8133673,19,21,166,72
8142442,116,20,140,62
8142443,51,25,244,102
8133675,274,5,242,88
8139095,76,22,270,109
8133672,60,31,182,84
8133670,46,17,114,51
8133671,108,18,90,43
8009691,37,34,235,104
8012663,32,16,149,63
8013678,294,33,267,115
8137212,105,27,235,100
8009696,19,10,196,75
8009690,123,8,92,37
8026804,184,17,147,63
8115568,109,17,211,85
8010131,6,10,93,39
8132454,36,17,94,44
8132452,229,33,210,95
8012431,150,39,116,66
8010753,160,37,184,88
8132450,79,6,121,46
8009695,250,19,214,87
8132451,49,20,256,103
8139104,52,33,101,57
8139103,157,40,125,70
8133683,201,12,212,82
8133681,233,35,236,105
8133684,88,30,240,104
8133685,119,33,162,78
8133686,95,37,117,65
8139102,10,38,258,115
8133682,235,10,233,88
8143912,58,25,253,105
8143916,92,15,77,37
8012875,259,27,232,99
8140589,100,35,136,70
8111369,118,27,231,98
8111367,7,6,73,29
8111368,12,21,114,54
8119469,6,40,262,118
8119472,115,14,77,36
8119473,93,24,186,81
8119468,42,35,144,73
8119470,86,26,204,88
8119471,46,13,93,41
8133679,196,18,237,95
8133678,99,21,98,48
8133680,35,16,145,61
8143909,141,36,101,59
8140586,109,33,112,61
8137213,95,39,147,77
8139096,190,24,229,96
8139097,0,26,211,91
8143910,79,11,212,81
8139098,147,29,161,75
8139099,18,29,202,90
8139100,118,29,231,100
8139101,9,23,193,83
8143911,24,25,209,89
8010146,172,39,287,126
8010148,44,37,186,89
8013756,59,28,245,104
8012625,183,39,227,105
8012874,91,26,225,96
8139092,10,32,204,92
8139091,115,5,85,33
8139093,175,19,218,89
8143913,52,5,129,48
8143915,92,28,99,53
8143914,208,17,236,94
8015088,278,21,245,99
8136611,226,25,229,96
8136612,21,8,239,89
8136610,22,21,136,61
8008293,224,33,219,98
8019249,29,38,272,120
8019250,62,18,175,73
8131326,91,30,174,80
8019252,123,17,256,101
8019251,17,17,211,85
8128522,58,32,102,57
8007770,3,24,236,98
8007771,289,28,268,112
8023137,212,23,243,100
8131328,11,9,123,49
8007768,31,30,178,82
8007767,61,24,160,72
8131325,250,34,252,110
8142361,40,13,198,78
8142362,107,24,153,69
8142359,178,40,150,79
8142360,20,27,225,96
8029531,203,27,224,96
8029532,47,9,228,86
8029529,37,37,205,96
8121165,166,32,131,67
8121166,129,26,203,88
8121164,140,31,273,116
8121162,62,33,132,68
8042768,139,23,161,71
8042769,187,16,240,94
8042767,43,17,98,45
8042766,82,8,214,80
6300874,128,20,169,72
6300875,259,6,222,82
8011552,68,26,202,88
8003115,45,6,93,36
6300873,210,8,178,68
6300872,217,21,182,77
6300871,172,39,269,120
6530660,217,9,243,91
6530661,65,37,191,91
6530657,104,30,203,91
8022270,33,6,235,86
8022272,122,25,106,53
8022268,5,29,245,105
8131094,41,37,129,69
8131095,132,33,196,90
8131330,151,12,125,52
8131093,93,36,185,88
8131092,5,37,247,111
8142129,70,32,282,120
8012660,271,5,233,85
8012661,124,36,238,107
8012658,213,37,204,95
8012657,40,5,131,49
8038723,50,39,186,90
8034955,119,11,119,49
8034956,98,20,235,95
8034544,196,40,171,86
8025825,129,22,153,68
8025827,10,31,155,74
8122009,89,27,228,97
8122007,215,8,180,68
8122008,98,11,71,32
8034957,22,7,206,77
8025828,85,19,113,52
8007783,13,6,108,42
8007784,82,8,257,95
8007785,146,40,238,109
8025434,89,11,97,41
8113891,180,25,236,99
8004783,43,20,153,67
8025433,98,9,190,72
8137336,122,11,222,85
8126876,287,26,250,104
8143443,245,34,269,116
8004784,3,31,238,103
8034414,29,37,213,99
8025438,199,35,269,117
8113892,156,39,143,75
8014666,70,6,133,50
8025437,86,10,87,37
8143442,6,9,80,34
8014667,189,31,245,106
8031093,1,20,244,98
8034377,38,10,185,71
8021795,145,36,140,72
8011790,58,39,269,120
8028685,72,28,230,99
8013597,70,27,163,75
8011791,158,15,202,80
8028689,89,24,135,63
8039150,49,26,117,58
8011770,32,35,138,71
8031094,81,27,99,52
8011771,125,13,174,69
8018360,25,23,234,97
8018361,98,11,261,99
8126870,77,14,94,42
8126871,139,23,273,111
8126728,15,8,188,71
8138809,151,23,151,68
8137335,115,39,278,123
8137211,36,5,112,42
8127905,83,23,176,77
8034416,18,40,120,68
8125071,179,23,169,74
8018386,165,13,187,74
8034415,17,40,117,67
8126729,55,8,185,70
8033829,204,21,236,96
8034837,99,35,201,93
8032733,228,29,259,110
8034406,64,32,257,111
8032734,37,9,244,91
8032735,58,30,250,107
8033830,216,35,249,110
8033831,162,27,194,85
8034839,75,24,112,55
8033832,86,12,73,33
8034468,108,15,169,69
8034405,41,35,162,79
8034838,108,6,160,60
8034493,41,34,98,56
8034176,102,38,285,124
8033988,228,9,227,85
8034132,185,31,189,86
8032739,86,14,114,49
8032740,27,20,185,78
8034469,4,26,88,48
8033986,174,30,142,69
8033833,92,18,225,90
8033834,227,20,215,88
8032736,130,22,121,57
8033835,105,22,190,81
8034470,185,16,176,72
8032741,153,35,262,114
8034404,53,17,202,82
8033836,113,29,146,70
8033837,85,12,103,44
8032737,18,31,208,93
8033838,185,34,213,97
8034492,13,26,253,105
8034379,170,38,218,101
8032742,187,26,159,73
8033839,164,35,255,112
8033987,122,20,93,46
8033840,273,30,272,115
6310462,60,19,80,40
6310496,107,26,274,113
6310497,106,20,270,108
6310463,236,14,256,99
6310488,116,5,178,66
6310464,10,10,73,32
6310478,29,5,181,67
6310491,103,11,221,85
6310470,45,19,206,84
6310489,48,10,150,59
6310466,189,33,219,98
6310479,180,37,186,89
6310471,115,7,198,74
6310486,24,34,141,71
6310490,212,19,178,75
6310480,128,16,108,48
6310493,247,39,219,102
6310483,185,12,227,87
6310472,24,9,79,34
6310475,78,33,169,81
6310487,95,8,84,35
6310484,244,12,245,94
6310473,232,38,193,92
6310476,25,32,184,85
6310477,20,21,269,108
6310468,238,13,214,83
6310482,247,18,224,90
6310495,60,30,183,84
6310474,122,14,152,62
6310469,70,14,130,55
8012463,253,35,247,109
8012458,128,18,171,72
8021941,15,37,168,83
8021960,62,28,238,102
8021961,43,26,142,67
8021946,140,39,162,82
8021963,48,21,240,98
8142373,206,13,243,94
8131494,205,12,219,84
8132852,227,38,231,106
8120969,44,9,144,56
8043445,56,17,116,52
8043590,179,28,144,69
8043591,138,11,157,62
8141914,30,11,182,71
8143031,247,14,254,98
9997507,37,18,97,46
8015446,16,30,279,117
9997404,103,20,242,98
8015440,200,32,191,88
9997401,199,23,203,86
8043441,101,31,102,56
8112031,123,6,165,62
9997586,167,30,156,74
8043589,139,27,207,90
8120968,135,8,111,44
8120967,103,5,113,43
8120966,107,26,117,58
9997510,137,22,244,100
8043587,184,28,145,69
8143030,162,21,213,88
8002137,61,18,235,94
8135313,141,7,254,93
8033410,66,31,227,100
8135312,104,20,117,54
8033411,89,23,159,71
8119002,117,12,220,85
6300535,13,38,231,106
6300515,25,19,250,100
8119001,39,12,155,62
6300516,89,28,264,111
6300517,33,36,112,63
8130509,0,8,200,75
8122934,184,20,242,98
6300536,127,20,131,59
6300518,149,11,160,63
8130511,24,36,196,92
8122935,41,26,115,57
6300537,150,28,155,72
6300519,296,22,256,104
8119004,257,24,250,103
8000732,72,34,109,60
6300521,105,30,159,75
8122936,163,23,273,111
6300522,148,33,239,105
6300523,97,10,97,40
8135685,6,38,282,123
8024910,96,15,233,91
6300524,32,31,192,87
6300525,86,20,228,93
6300526,272,30,254,108
8130508,37,31,119,62
6300528,100,11,225,86
6300529,101,29,120,61
8000292,0,6,157,59
6300530,54,28,188,84
6300531,83,13,149,61
8130510,135,32,243,106
8135686,24,31,224,99
6300533,146,28,220,95
6300534,165,40,272,121
6300564,20,33,103,58
6300565,8,13,127,53
8141855,140,37,133,71
8141846,22,11,177,69
8141848,115,9,211,80
8141849,99,35,170,82
8141850,4,27,119,59
8141851,16,39,158,81
8141852,35,16,176,72
8141853,63,15,164,67
8141854,61,30,175,81
8024980,126,28,169,77
6300566,206,18,261,103
6300567,129,11,176,69
6300568,84,24,196,84
6031055,132,6,204,75
8021051,218,40,269,120
8021052,218,16,211,84
6031063,135,19,122,55
9999531,96,35,148,75
6031062,121,14,257,99
6031061,305,33,269,116
8000815,20,34,189,88
6031060,7,27,145,68
6031059,48,16,203,81
6031050,82,16,90,42
8021054,120,18,82,40
6031037,227,38,274,121
6031058,7,7,95,38
6031049,26,29,149,71
6031043,169,25,160,72
6302220,0,7,206,77
6031057,55,17,106,48
6031048,123,34,151,75
6031056,157,11,128,52
6031047,148,18,148,64
8129363,46,14,92,41
8113516,93,25,214,91
8113513,205,10,168,65
8113515,131,35,207,95
8112918,63,33,281,120
8112920,75,21,111,53
8112907,130,34,136,70
8112908,104,6,173,64
8112917,20,17,136,59
8112910,207,16,195,79
8143635,54,15,202,80
8143646,19,29,167,77
8143644,256,14,230,90
8143643,8,13,145,59
8143645,173,34,225,101
8143638,12,23,166,73
8143637,113,6,79,32
8143636,137,33,97,55
8143641,132,17,113,51
8143640,33,34,96,56
8143642,224,37,247,111
8143639,55,36,226,103
8134993,57,27,191,84
8016454,4,23,98,49
8016455,178,17,193,79
8016459,85,16,155,65
8016457,56,29,117,60
8016458,189,20,152,66
8118132,35,5,69,27
8118131,78,12,234,90
8131846,18,9,176,67
8120614,147,17,144,61
8122268,88,12,157,63
8122267,140,26,107,54
8122266,47,22,199,84
8120615,5,35,215,98
8022383,6,40,213,101
8016451,35,19,247,99
8139868,245,6,234,86
8136805,80,37,178,86
8016446,164,29,139,68
8016448,72,29,119,61
8042396,169,34,167,81
8042398,55,8,139,54
8140136,99,31,223,98
8140139,96,10,161,63
8140137,165,27,151,70
8140135,112,23,194,83
8140138,19,36,186,89
6309921,66,35,156,77
8035936,78,9,132,52
8013792,100,37,111,63
8013840,58,21,259,104
8143713,143,9,116,46
8143715,112,29,128,64
8141247,157,20,241,97
8143714,46,27,158,73
8143716,102,38,152,78
8141248,102,20,92,45
8141250,15,15,115,50
8141249,112,33,208,94
8031599,93,27,243,103
8031601,79,10,186,72
8031600,227,11,190,74
8127203,132,8,141,55
8127202,136,20,210,87
8128183,107,14,153,63
8128182,204,40,255,115
8127205,82,38,114,65
8127204,89,35,235,105
8128181,34,21,132,60
8128180,137,29,99,54
8141385,240,11,222,85
8141381,198,19,187,78
